I1216 21:54:01.674579       1 server.go:558] external host was not specified, using 10.0.0.2
I1216 21:54:01.675296       1 server.go:158] Version: v1.24.0
I1216 21:54:01.675533       1 server.go:160] "Golang settings" GOGC="" GOMAXPROCS="" GOTRACEBACK=""
I1216 21:54:02.193371       1 shared_informer.go:255] Waiting for caches to sync for node_authorizer
I1216 21:54:02.194495       1 plugins.go:158] Loaded 12 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,LimitRanger,ServiceAccount,NodeRestriction,TaintNodesByCondition,Priority,DefaultTolerationSeconds,DefaultStorageClass,StorageObjectInUseProtection,RuntimeClass,DefaultIngressClass,MutatingAdmissionWebhook.
I1216 21:54:02.194621       1 plugins.go:161] Loaded 11 validating admission controller(s) successfully in the following order: LimitRanger,ServiceAccount,PodSecurity,Priority,PersistentVolumeClaimResize,RuntimeClass,CertificateApproval,CertificateSigning,CertificateSubjectRestriction,ValidatingAdmissionWebhook,ResourceQuota.
I1216 21:54:02.195793       1 plugins.go:158] Loaded 12 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,LimitRanger,ServiceAccount,NodeRestriction,TaintNodesByCondition,Priority,DefaultTolerationSeconds,DefaultStorageClass,StorageObjectInUseProtection,RuntimeClass,DefaultIngressClass,MutatingAdmissionWebhook.
I1216 21:54:02.195862       1 plugins.go:161] Loaded 11 validating admission controller(s) successfully in the following order: LimitRanger,ServiceAccount,PodSecurity,Priority,PersistentVolumeClaimResize,RuntimeClass,CertificateApproval,CertificateSigning,CertificateSubjectRestriction,ValidatingAdmissionWebhook,ResourceQuota.
W1216 21:54:02.242770       1 genericapiserver.go:557] Skipping API apiextensions.k8s.io/v1beta1 because it has no resources.
I1216 21:54:02.244531       1 instance.go:274] Using reconciler: lease
I1216 21:54:02.470765       1 instance.go:586] API group "internal.apiserver.k8s.io" is not enabled, skipping.
W1216 21:54:02.929361       1 genericapiserver.go:557] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W1216 21:54:02.931188       1 genericapiserver.go:557] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
W1216 21:54:02.944999       1 genericapiserver.go:557] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W1216 21:54:02.947183       1 genericapiserver.go:557] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W1216 21:54:02.971802       1 genericapiserver.go:557] Skipping API networking.k8s.io/v1beta1 because it has no resources.
W1216 21:54:02.974826       1 genericapiserver.go:557] Skipping API node.k8s.io/v1alpha1 because it has no resources.
W1216 21:54:02.981549       1 genericapiserver.go:557] Skipping API rbac.authorization.k8s.io/v1beta1 because it has no resources.
W1216 21:54:02.981577       1 genericapiserver.go:557] Skipping API rbac.authorization.k8s.io/v1alpha1 because it has no resources.
W1216 21:54:02.983086       1 genericapiserver.go:557] Skipping API scheduling.k8s.io/v1beta1 because it has no resources.
W1216 21:54:02.983100       1 genericapiserver.go:557] Skipping API scheduling.k8s.io/v1alpha1 because it has no resources.
W1216 21:54:02.986749       1 genericapiserver.go:557] Skipping API storage.k8s.io/v1alpha1 because it has no resources.
W1216 21:54:02.990183       1 genericapiserver.go:557] Skipping API flowcontrol.apiserver.k8s.io/v1alpha1 because it has no resources.
W1216 21:54:02.994169       1 genericapiserver.go:557] Skipping API apps/v1beta2 because it has no resources.
W1216 21:54:02.994196       1 genericapiserver.go:557] Skipping API apps/v1beta1 because it has no resources.
W1216 21:54:02.996530       1 genericapiserver.go:557] Skipping API admissionregistration.k8s.io/v1beta1 because it has no resources.
I1216 21:54:03.000066       1 plugins.go:158] Loaded 12 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,LimitRanger,ServiceAccount,NodeRestriction,TaintNodesByCondition,Priority,DefaultTolerationSeconds,DefaultStorageClass,StorageObjectInUseProtection,RuntimeClass,DefaultIngressClass,MutatingAdmissionWebhook.
I1216 21:54:03.000076       1 plugins.go:161] Loaded 11 validating admission controller(s) successfully in the following order: LimitRanger,ServiceAccount,PodSecurity,Priority,PersistentVolumeClaimResize,RuntimeClass,CertificateApproval,CertificateSigning,CertificateSubjectRestriction,ValidatingAdmissionWebhook,ResourceQuota.
W1216 21:54:03.019404       1 genericapiserver.go:557] Skipping API apiregistration.k8s.io/v1beta1 because it has no resources.
I1216 21:54:04.266585       1 dynamic_cafile_content.go:157] "Starting controller" name="request-header::/etc/kubernetes/pki/front-proxy-ca.crt"
I1216 21:54:04.266935       1 secure_serving.go:210] Serving securely on [::]:6443
I1216 21:54:04.267032       1 dynamic_serving_content.go:132] "Starting controller" name="serving-cert::/etc/kubernetes/pki/apiserver.crt::/etc/kubernetes/pki/apiserver.key"
I1216 21:54:04.284195       1 tlsconfig.go:240] "Starting DynamicServingCertificateController"
I1216 21:54:04.284657       1 dynamic_cafile_content.go:157] "Starting controller" name="client-ca-bundle::/etc/kubernetes/pki/ca.crt"
I1216 21:54:04.288590       1 autoregister_controller.go:141] Starting autoregister controller
I1216 21:54:04.288678       1 cache.go:32] Waiting for caches to sync for autoregister controller
I1216 21:54:04.291758       1 controller.go:83] Starting OpenAPI AggregationController
I1216 21:54:04.291888       1 controller.go:80] Starting OpenAPI V3 AggregationController
I1216 21:54:04.292382       1 apf_controller.go:317] Starting API Priority and Fairness config controller
I1216 21:54:04.292893       1 apiservice_controller.go:97] Starting APIServiceRegistrationController
I1216 21:54:04.293007       1 cache.go:32] Waiting for caches to sync for APIServiceRegistrationController controller
I1216 21:54:04.293094       1 customresource_discovery_controller.go:209] Starting DiscoveryController
I1216 21:54:04.310506       1 controller.go:85] Starting OpenAPI controller
I1216 21:54:04.310729       1 controller.go:85] Starting OpenAPI V3 controller
I1216 21:54:04.310815       1 naming_controller.go:291] Starting NamingConditionController
I1216 21:54:04.310873       1 establishing_controller.go:76] Starting EstablishingController
I1216 21:54:04.310947       1 nonstructuralschema_controller.go:192] Starting NonStructuralSchemaConditionController
I1216 21:54:04.310996       1 apiapproval_controller.go:186] Starting KubernetesAPIApprovalPolicyConformantConditionController
I1216 21:54:04.311049       1 crd_finalizer.go:266] Starting CRDFinalizer
I1216 21:54:04.311125       1 dynamic_cafile_content.go:157] "Starting controller" name="client-ca-bundle::/etc/kubernetes/pki/ca.crt"
I1216 21:54:04.311273       1 dynamic_cafile_content.go:157] "Starting controller" name="request-header::/etc/kubernetes/pki/front-proxy-ca.crt"
I1216 21:54:04.313421       1 cluster_authentication_trust_controller.go:440] Starting cluster_authentication_trust_controller controller
I1216 21:54:04.313444       1 shared_informer.go:255] Waiting for caches to sync for cluster_authentication_trust_controller
I1216 21:54:04.293287       1 available_controller.go:491] Starting AvailableConditionController
I1216 21:54:04.313860       1 cache.go:32] Waiting for caches to sync for AvailableConditionController controller
