I1216 22:00:20.846633       1 server.go:558] external host was not specified, using 10.0.0.2
I1216 22:00:20.847329       1 server.go:158] Version: v1.24.0
I1216 22:00:20.847356       1 server.go:160] "Golang settings" GOGC="" GOMAXPROCS="" GOTRACEBACK=""
I1216 22:00:21.277901       1 shared_informer.go:255] Waiting for caches to sync for node_authorizer
I1216 22:00:21.278825       1 plugins.go:158] Loaded 12 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,LimitRanger,ServiceAccount,NodeRestriction,TaintNodesByCondition,Priority,DefaultTolerationSeconds,DefaultStorageClass,StorageObjectInUseProtection,RuntimeClass,DefaultIngressClass,MutatingAdmissionWebhook.
I1216 22:00:21.279061       1 plugins.go:161] Loaded 11 validating admission controller(s) successfully in the following order: LimitRanger,ServiceAccount,PodSecurity,Priority,PersistentVolumeClaimResize,RuntimeClass,CertificateApproval,CertificateSigning,CertificateSubjectRestriction,ValidatingAdmissionWebhook,ResourceQuota.
I1216 22:00:21.279857       1 plugins.go:158] Loaded 12 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,LimitRanger,ServiceAccount,NodeRestriction,TaintNodesByCondition,Priority,DefaultTolerationSeconds,DefaultStorageClass,StorageObjectInUseProtection,RuntimeClass,DefaultIngressClass,MutatingAdmissionWebhook.
I1216 22:00:21.279891       1 plugins.go:161] Loaded 11 validating admission controller(s) successfully in the following order: LimitRanger,ServiceAccount,PodSecurity,Priority,PersistentVolumeClaimResize,RuntimeClass,CertificateApproval,CertificateSigning,CertificateSubjectRestriction,ValidatingAdmissionWebhook,ResourceQuota.
W1216 22:00:21.323190       1 genericapiserver.go:557] Skipping API apiextensions.k8s.io/v1beta1 because it has no resources.
I1216 22:00:21.324001       1 instance.go:274] Using reconciler: lease
I1216 22:00:21.539370       1 instance.go:586] API group "internal.apiserver.k8s.io" is not enabled, skipping.
W1216 22:00:21.957830       1 genericapiserver.go:557] Skipping API authentication.k8s.io/v1beta1 because it has no resources.
W1216 22:00:21.959198       1 genericapiserver.go:557] Skipping API authorization.k8s.io/v1beta1 because it has no resources.
W1216 22:00:21.969263       1 genericapiserver.go:557] Skipping API certificates.k8s.io/v1beta1 because it has no resources.
W1216 22:00:21.970994       1 genericapiserver.go:557] Skipping API coordination.k8s.io/v1beta1 because it has no resources.
W1216 22:00:21.976760       1 genericapiserver.go:557] Skipping API networking.k8s.io/v1beta1 because it has no resources.
W1216 22:00:21.980316       1 genericapiserver.go:557] Skipping API node.k8s.io/v1alpha1 because it has no resources.
W1216 22:00:21.986550       1 genericapiserver.go:557] Skipping API rbac.authorization.k8s.io/v1beta1 because it has no resources.
W1216 22:00:21.986655       1 genericapiserver.go:557] Skipping API rbac.authorization.k8s.io/v1alpha1 because it has no resources.
W1216 22:00:21.988144       1 genericapiserver.go:557] Skipping API scheduling.k8s.io/v1beta1 because it has no resources.
W1216 22:00:21.988234       1 genericapiserver.go:557] Skipping API scheduling.k8s.io/v1alpha1 because it has no resources.
W1216 22:00:21.993638       1 genericapiserver.go:557] Skipping API storage.k8s.io/v1alpha1 because it has no resources.
W1216 22:00:21.999315       1 genericapiserver.go:557] Skipping API flowcontrol.apiserver.k8s.io/v1alpha1 because it has no resources.
W1216 22:00:22.003624       1 genericapiserver.go:557] Skipping API apps/v1beta2 because it has no resources.
W1216 22:00:22.003702       1 genericapiserver.go:557] Skipping API apps/v1beta1 because it has no resources.
W1216 22:00:22.005873       1 genericapiserver.go:557] Skipping API admissionregistration.k8s.io/v1beta1 because it has no resources.
I1216 22:00:22.009776       1 plugins.go:158] Loaded 12 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,LimitRanger,ServiceAccount,NodeRestriction,TaintNodesByCondition,Priority,DefaultTolerationSeconds,DefaultStorageClass,StorageObjectInUseProtection,RuntimeClass,DefaultIngressClass,MutatingAdmissionWebhook.
I1216 22:00:22.009994       1 plugins.go:161] Loaded 11 validating admission controller(s) successfully in the following order: LimitRanger,ServiceAccount,PodSecurity,Priority,PersistentVolumeClaimResize,RuntimeClass,CertificateApproval,CertificateSigning,CertificateSubjectRestriction,ValidatingAdmissionWebhook,ResourceQuota.
W1216 22:00:22.030749       1 genericapiserver.go:557] Skipping API apiregistration.k8s.io/v1beta1 because it has no resources.
I1216 22:00:23.169527       1 dynamic_cafile_content.go:157] "Starting controller" name="request-header::/etc/kubernetes/pki/front-proxy-ca.crt"
I1216 22:00:23.169863       1 secure_serving.go:210] Serving securely on [::]:6443
I1216 22:00:23.169998       1 dynamic_serving_content.go:132] "Starting controller" name="serving-cert::/etc/kubernetes/pki/apiserver.crt::/etc/kubernetes/pki/apiserver.key"
I1216 22:00:23.182712       1 tlsconfig.go:240] "Starting DynamicServingCertificateController"
I1216 22:00:23.183160       1 dynamic_cafile_content.go:157] "Starting controller" name="client-ca-bundle::/etc/kubernetes/pki/ca.crt"
I1216 22:00:23.190168       1 dynamic_serving_content.go:132] "Starting controller" name="aggregator-proxy-cert::/etc/kubernetes/pki/front-proxy-client.crt::/etc/kubernetes/pki/front-proxy-client.key"
I1216 22:00:23.190791       1 cluster_authentication_trust_controller.go:440] Starting cluster_authentication_trust_controller controller
I1216 22:00:23.190830       1 shared_informer.go:255] Waiting for caches to sync for cluster_authentication_trust_controller
I1216 22:00:23.190983       1 controller.go:80] Starting OpenAPI V3 AggregationController
I1216 22:00:23.191324       1 apiservice_controller.go:97] Starting APIServiceRegistrationController
I1216 22:00:23.191336       1 cache.go:32] Waiting for caches to sync for APIServiceRegistrationController controller
I1216 22:00:23.191679       1 controller.go:83] Starting OpenAPI AggregationController
I1216 22:00:23.191829       1 autoregister_controller.go:141] Starting autoregister controller
I1216 22:00:23.191879       1 cache.go:32] Waiting for caches to sync for autoregister controller
I1216 22:00:23.191945       1 customresource_discovery_controller.go:209] Starting DiscoveryController
I1216 22:00:23.192010       1 apf_controller.go:317] Starting API Priority and Fairness config controller
I1216 22:00:23.196761       1 available_controller.go:491] Starting AvailableConditionController
I1216 22:00:23.196794       1 cache.go:32] Waiting for caches to sync for AvailableConditionController controller
I1216 22:00:23.204776       1 dynamic_cafile_content.go:157] "Starting controller" name="client-ca-bundle::/etc/kubernetes/pki/ca.crt"
I1216 22:00:23.209022       1 dynamic_cafile_content.go:157] "Starting controller" name="request-header::/etc/kubernetes/pki/front-proxy-ca.crt"
I1216 22:00:23.209360       1 crdregistration_controller.go:111] Starting crd-autoregister controller
I1216 22:00:23.235009       1 shared_informer.go:255] Waiting for caches to sync for crd-autoregister
I1216 22:00:23.209376       1 controller.go:85] Starting OpenAPI controller
I1216 22:00:23.209385       1 controller.go:85] Starting OpenAPI V3 controller
I1216 22:00:23.209392       1 naming_controller.go:291] Starting NamingConditionController
I1216 22:00:23.209400       1 establishing_controller.go:76] Starting EstablishingController
I1216 22:00:23.209405       1 nonstructuralschema_controller.go:192] Starting NonStructuralSchemaConditionController
I1216 22:00:23.209410       1 apiapproval_controller.go:186] Starting KubernetesAPIApprovalPolicyConformantConditionController
I1216 22:00:23.209415       1 crd_finalizer.go:266] Starting CRDFinalizer
I1216 22:00:23.278067       1 shared_informer.go:262] Caches are synced for node_authorizer
I1216 22:00:23.291343       1 shared_informer.go:262] Caches are synced for cluster_authentication_trust_controller
I1216 22:00:23.292074       1 apf_controller.go:322] Running API Priority and Fairness config worker
I1216 22:00:23.293148       1 cache.go:39] Caches are synced for autoregister controller
I1216 22:00:23.293983       1 cache.go:39] Caches are synced for APIServiceRegistrationController controller
I1216 22:00:23.317604       1 cache.go:39] Caches are synced for AvailableConditionController controller
I1216 22:00:23.335144       1 shared_informer.go:262] Caches are synced for crd-autoregister
I1216 22:00:23.928112       1 controller.go:132] OpenAPI AggregationController: action for item : Nothing (removed from the queue).
I1216 22:00:23.928168       1 controller.go:132] OpenAPI AggregationController: action for item k8s_internal_local_delegation_chain_0000000000: Nothing (removed from the queue).
E1216 22:00:24.170315       1 controller.go:113] loading OpenAPI spec for "" failed with: APIService  does not exist for update
I1216 22:00:24.170348       1 controller.go:126] OpenAPI AggregationController: action for item : Rate Limited Requeue.
I1216 22:00:24.195050       1 storage_scheduling.go:111] all system priority classes are created successfully or already exist.
I1216 22:00:24.216752       1 controller.go:611] quota admission added evaluator for: leases.coordination.k8s.io
I1216 22:00:58.821959       1 controller.go:611] quota admission added evaluator for: events.events.k8s.io
E1216 22:01:24.170847       1 controller.go:113] loading OpenAPI spec for "" failed with: APIService  does not exist for update
I1216 22:01:24.171139       1 controller.go:126] OpenAPI AggregationController: action for item : Rate Limited Requeue.
I1216 22:02:02.544048       1 controller.go:611] quota admission added evaluator for: poddisruptionbudgets.policy
I1216 22:02:02.556855       1 controller.go:611] quota admission added evaluator for: serviceaccounts
W1216 22:02:02.619767       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.OwnerReference
W1216 22:02:02.619789       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Preconditions
W1216 22:02:02.619792       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Time
W1216 22:02:02.619795       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.DeleteOptions
W1216 22:02:02.619797       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Patch
W1216 22:02:02.619799       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ObjectMeta
W1216 22:02:02.619801       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusCause
W1216 22:02:02.619803       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusDetails
W1216 22:02:02.619806       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ManagedFieldsEntry
W1216 22:02:02.619808       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.FieldsV1
W1216 22:02:02.619810       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Status
W1216 22:02:02.619812       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ListMeta
W1216 22:02:02.641524       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Status
W1216 22:02:02.645970       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ListMeta
W1216 22:02:02.645986       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusDetails
W1216 22:02:02.645989       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ManagedFieldsEntry
W1216 22:02:02.645992       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.FieldsV1
W1216 22:02:02.645996       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.OwnerReference
W1216 22:02:02.645998       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Preconditions
W1216 22:02:02.646001       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Time
W1216 22:02:02.646032       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.DeleteOptions
W1216 22:02:02.646034       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Patch
W1216 22:02:02.646037       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ObjectMeta
W1216 22:02:02.646302       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusCause
W1216 22:02:02.646315       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.DeleteOptions
W1216 22:02:02.646318       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ListMeta
W1216 22:02:02.646320       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Preconditions
W1216 22:02:02.646323       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Patch
W1216 22:02:02.646325       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.FieldsV1
W1216 22:02:02.646328       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ObjectMeta
W1216 22:02:02.646330       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Status
W1216 22:02:02.646333       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ManagedFieldsEntry
W1216 22:02:02.646335       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Time
W1216 22:02:02.646337       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.OwnerReference
W1216 22:02:02.646432       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusDetails
W1216 22:02:02.646441       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusCause
W1216 22:02:02.660386       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.DeleteOptions
W1216 22:02:02.660448       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Patch
W1216 22:02:02.660452       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Time
W1216 22:02:02.660455       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusCause
W1216 22:02:02.660458       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ObjectMeta
W1216 22:02:02.660461       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ManagedFieldsEntry
W1216 22:02:02.660463       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.FieldsV1
W1216 22:02:02.660466       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Status
W1216 22:02:02.660468       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ListMeta
W1216 22:02:02.660470       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusDetails
W1216 22:02:02.660472       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Preconditions
W1216 22:02:02.660475       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.OwnerReference
W1216 22:02:02.660482       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.FieldsV1
W1216 22:02:02.660484       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ListMeta
W1216 22:02:02.660487       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Preconditions
W1216 22:02:02.660489       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Patch
W1216 22:02:02.660492       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ObjectMeta
W1216 22:02:02.660494       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Status
W1216 22:02:02.660497       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ManagedFieldsEntry
W1216 22:02:02.660499       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.Time
W1216 22:02:02.660501       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.OwnerReference
W1216 22:02:02.660505       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusDetails
W1216 22:02:02.660507       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.StatusCause
W1216 22:02:02.660510       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.DeleteOptions
W1216 22:02:02.662742       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.FieldsV1
W1216 22:02:02.662760       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.OwnerReference
W1216 22:02:02.662763       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.DeleteOptions
W1216 22:02:02.662766       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ManagedFieldsEntry
W1216 22:02:02.662768       1 merge.go:121] Should not happen: OpenAPI V3 merge schema conflict on io.k8s.apimachinery.pkg.apis.meta.v1.ListMeta
